"EndFiscalYear","Region_AtTimeOfPlacement","Institution_AtTimeOfPlacement","Alert_Type","Alert_Presence","Number_SegregationPlacements"
2023,"Central","Hamilton Wentworth Detention Centre","Transgender Alert","No",11442
2023,"Central","Hamilton Wentworth Detention Centre","Transgender Alert","Yes",52
2023,"Central","Maplehurst Correctional Complex","Transgender Alert","No",8617
2023,"Central","Maplehurst Correctional Complex","Transgender Alert","Yes",19
2023,"Central","Niagara Detention Centre","Transgender Alert","No",2169
2023,"Central","Niagara Detention Centre","Transgender Alert","Yes",0
2023,"Central","Vanier Centre for Women","Transgender Alert","No",5279
2023,"Central","Vanier Centre for Women","Transgender Alert","Yes",549
2023,"Eastern","Brockville Jail","Transgender Alert","No",27
2023,"Eastern","Brockville Jail","Transgender Alert","Yes",0
2023,"Eastern","Central East Correctional Centre","Transgender Alert","No",4218
2023,"Eastern","Central East Correctional Centre","Transgender Alert","Yes",103
2023,"Eastern","Ottawa-Carleton Detention Centre","Transgender Alert","No",2718
2023,"Eastern","Ottawa-Carleton Detention Centre","Transgender Alert","Yes",28
2023,"Eastern","Quinte Detention Centre","Transgender Alert","No",99
2023,"Eastern","Quinte Detention Centre","Transgender Alert","Yes",1
2023,"Eastern","St. Lawrence Valley Correctional and Treatment Centre","Transgender Alert","No",5
2023,"Eastern","St. Lawrence Valley Correctional and Treatment Centre","Transgender Alert","Yes",0
2023,"Northern","Algoma Treatment and Remand Centre","Transgender Alert","No",558
2023,"Northern","Algoma Treatment and Remand Centre","Transgender Alert","Yes",30
2023,"Northern","Fort Frances Jail","Transgender Alert","No",25
2023,"Northern","Fort Frances Jail","Transgender Alert","Yes",0
2023,"Northern","Kenora Jail","Transgender Alert","No",182
2023,"Northern","Kenora Jail","Transgender Alert","Yes",24
2023,"Northern","Monteith Correctional Complex","Transgender Alert","No",612
2023,"Northern","Monteith Correctional Complex","Transgender Alert","Yes",6
2023,"Northern","North Bay Jail","Transgender Alert","No",728
2023,"Northern","North Bay Jail","Transgender Alert","Yes",9
2023,"Northern","Sudbury Jail","Transgender Alert","No",477
2023,"Northern","Sudbury Jail","Transgender Alert","Yes",0
2023,"Northern","Thunder Bay Correctional Centre","Transgender Alert","No",17
2023,"Northern","Thunder Bay Correctional Centre","Transgender Alert","Yes",0
2023,"Northern","Thunder Bay Jail","Transgender Alert","No",356
2023,"Northern","Thunder Bay Jail","Transgender Alert","Yes",0
2023,"Toronto","Toronto East Detention Centre","Transgender Alert","No",790
2023,"Toronto","Toronto East Detention Centre","Transgender Alert","Yes",3
2023,"Toronto","Toronto South Detention Centre","Transgender Alert","No",4062
2023,"Toronto","Toronto South Detention Centre","Transgender Alert","Yes",93
2023,"Western","Central North Correctional Centre","Transgender Alert","No",3803
2023,"Western","Central North Correctional Centre","Transgender Alert","Yes",168
2023,"Western","Elgin-Middlesex Detention Centre","Transgender Alert","No",5557
2023,"Western","Elgin-Middlesex Detention Centre","Transgender Alert","Yes",51
2023,"Western","Sarnia Jail","Transgender Alert","No",193
2023,"Western","Sarnia Jail","Transgender Alert","Yes",3
2023,"Western","South West Detention Centre","Transgender Alert","No",3440
2023,"Western","South West Detention Centre","Transgender Alert","Yes",10
2023,"Western","Stratford Jail","Transgender Alert","No",4
2023,"Western","Stratford Jail","Transgender Alert","Yes",9
2023,"Central","Hamilton Wentworth Detention Centre","Mental Health Alert","No",5948
2023,"Central","Hamilton Wentworth Detention Centre","Mental Health Alert","Yes",5546
2023,"Central","Maplehurst Correctional Complex","Mental Health Alert","No",5752
2023,"Central","Maplehurst Correctional Complex","Mental Health Alert","Yes",2884
2023,"Central","Niagara Detention Centre","Mental Health Alert","No",581
2023,"Central","Niagara Detention Centre","Mental Health Alert","Yes",1588
2023,"Central","Vanier Centre for Women","Mental Health Alert","No",1909
2023,"Central","Vanier Centre for Women","Mental Health Alert","Yes",3919
2023,"Eastern","Brockville Jail","Mental Health Alert","No",17
2023,"Eastern","Brockville Jail","Mental Health Alert","Yes",10
2023,"Eastern","Central East Correctional Centre","Mental Health Alert","No",1961
2023,"Eastern","Central East Correctional Centre","Mental Health Alert","Yes",2360
2023,"Eastern","Ottawa-Carleton Detention Centre","Mental Health Alert","No",985
2023,"Eastern","Ottawa-Carleton Detention Centre","Mental Health Alert","Yes",1761
2023,"Eastern","Quinte Detention Centre","Mental Health Alert","No",49
2023,"Eastern","Quinte Detention Centre","Mental Health Alert","Yes",51
2023,"Eastern","St. Lawrence Valley Correctional and Treatment Centre","Mental Health Alert","No",0
2023,"Eastern","St. Lawrence Valley Correctional and Treatment Centre","Mental Health Alert","Yes",5
2023,"Northern","Algoma Treatment and Remand Centre","Mental Health Alert","No",359
2023,"Northern","Algoma Treatment and Remand Centre","Mental Health Alert","Yes",229
2023,"Northern","Fort Frances Jail","Mental Health Alert","No",10
2023,"Northern","Fort Frances Jail","Mental Health Alert","Yes",15
2023,"Northern","Kenora Jail","Mental Health Alert","No",93
2023,"Northern","Kenora Jail","Mental Health Alert","Yes",113
2023,"Northern","Monteith Correctional Complex","Mental Health Alert","No",323
2023,"Northern","Monteith Correctional Complex","Mental Health Alert","Yes",295
2023,"Northern","North Bay Jail","Mental Health Alert","No",428
2023,"Northern","North Bay Jail","Mental Health Alert","Yes",309
2023,"Northern","Sudbury Jail","Mental Health Alert","No",241
2023,"Northern","Sudbury Jail","Mental Health Alert","Yes",236
2023,"Northern","Thunder Bay Correctional Centre","Mental Health Alert","No",12
2023,"Northern","Thunder Bay Correctional Centre","Mental Health Alert","Yes",5
2023,"Northern","Thunder Bay Jail","Mental Health Alert","No",267
2023,"Northern","Thunder Bay Jail","Mental Health Alert","Yes",89
2023,"Toronto","Toronto East Detention Centre","Mental Health Alert","No",711
2023,"Toronto","Toronto East Detention Centre","Mental Health Alert","Yes",82
2023,"Toronto","Toronto South Detention Centre","Mental Health Alert","No",2411
2023,"Toronto","Toronto South Detention Centre","Mental Health Alert","Yes",1744
2023,"Western","Central North Correctional Centre","Mental Health Alert","No",2417
2023,"Western","Central North Correctional Centre","Mental Health Alert","Yes",1554
2023,"Western","Elgin-Middlesex Detention Centre","Mental Health Alert","No",3713
2023,"Western","Elgin-Middlesex Detention Centre","Mental Health Alert","Yes",1895
2023,"Western","Sarnia Jail","Mental Health Alert","No",95
2023,"Western","Sarnia Jail","Mental Health Alert","Yes",101
2023,"Western","South West Detention Centre","Mental Health Alert","No",2498
2023,"Western","South West Detention Centre","Mental Health Alert","Yes",952
2023,"Western","Stratford Jail","Mental Health Alert","No",11
2023,"Western","Stratford Jail","Mental Health Alert","Yes",2
2023,"Central","Hamilton Wentworth Detention Centre","Serious Mental Illness Alert","No",10208
2023,"Central","Hamilton Wentworth Detention Centre","Serious Mental Illness Alert","Yes",1286
2023,"Central","Maplehurst Correctional Complex","Serious Mental Illness Alert","No",7158
2023,"Central","Maplehurst Correctional Complex","Serious Mental Illness Alert","Yes",1478
2023,"Central","Niagara Detention Centre","Serious Mental Illness Alert","No",1266
2023,"Central","Niagara Detention Centre","Serious Mental Illness Alert","Yes",903
2023,"Central","Vanier Centre for Women","Serious Mental Illness Alert","No",5071
2023,"Central","Vanier Centre for Women","Serious Mental Illness Alert","Yes",757
2023,"Eastern","Brockville Jail","Serious Mental Illness Alert","No",27
2023,"Eastern","Brockville Jail","Serious Mental Illness Alert","Yes",0
2023,"Eastern","Central East Correctional Centre","Serious Mental Illness Alert","No",4078
2023,"Eastern","Central East Correctional Centre","Serious Mental Illness Alert","Yes",243
2023,"Eastern","Ottawa-Carleton Detention Centre","Serious Mental Illness Alert","No",2653
2023,"Eastern","Ottawa-Carleton Detention Centre","Serious Mental Illness Alert","Yes",93
2023,"Eastern","Quinte Detention Centre","Serious Mental Illness Alert","No",96
2023,"Eastern","Quinte Detention Centre","Serious Mental Illness Alert","Yes",4
2023,"Eastern","St. Lawrence Valley Correctional and Treatment Centre","Serious Mental Illness Alert","No",3
2023,"Eastern","St. Lawrence Valley Correctional and Treatment Centre","Serious Mental Illness Alert","Yes",2
2023,"Northern","Algoma Treatment and Remand Centre","Serious Mental Illness Alert","No",492
2023,"Northern","Algoma Treatment and Remand Centre","Serious Mental Illness Alert","Yes",96
2023,"Northern","Fort Frances Jail","Serious Mental Illness Alert","No",21
2023,"Northern","Fort Frances Jail","Serious Mental Illness Alert","Yes",4
2023,"Northern","Kenora Jail","Serious Mental Illness Alert","No",154
2023,"Northern","Kenora Jail","Serious Mental Illness Alert","Yes",52
2023,"Northern","Monteith Correctional Complex","Serious Mental Illness Alert","No",564
2023,"Northern","Monteith Correctional Complex","Serious Mental Illness Alert","Yes",54
2023,"Northern","North Bay Jail","Serious Mental Illness Alert","No",682
2023,"Northern","North Bay Jail","Serious Mental Illness Alert","Yes",55
2023,"Northern","Sudbury Jail","Serious Mental Illness Alert","No",407
2023,"Northern","Sudbury Jail","Serious Mental Illness Alert","Yes",70
2023,"Northern","Thunder Bay Correctional Centre","Serious Mental Illness Alert","No",16
2023,"Northern","Thunder Bay Correctional Centre","Serious Mental Illness Alert","Yes",1
2023,"Northern","Thunder Bay Jail","Serious Mental Illness Alert","No",340
2023,"Northern","Thunder Bay Jail","Serious Mental Illness Alert","Yes",16
2023,"Toronto","Toronto East Detention Centre","Serious Mental Illness Alert","No",788
2023,"Toronto","Toronto East Detention Centre","Serious Mental Illness Alert","Yes",5
2023,"Toronto","Toronto South Detention Centre","Serious Mental Illness Alert","No",4012
2023,"Toronto","Toronto South Detention Centre","Serious Mental Illness Alert","Yes",143
2023,"Western","Central North Correctional Centre","Serious Mental Illness Alert","No",3537
2023,"Western","Central North Correctional Centre","Serious Mental Illness Alert","Yes",434
2023,"Western","Elgin-Middlesex Detention Centre","Serious Mental Illness Alert","No",5129
2023,"Western","Elgin-Middlesex Detention Centre","Serious Mental Illness Alert","Yes",479
2023,"Western","Sarnia Jail","Serious Mental Illness Alert","No",166
2023,"Western","Sarnia Jail","Serious Mental Illness Alert","Yes",30
2023,"Western","South West Detention Centre","Serious Mental Illness Alert","No",3230
2023,"Western","South West Detention Centre","Serious Mental Illness Alert","Yes",220
2023,"Western","Stratford Jail","Serious Mental Illness Alert","No",11
2023,"Western","Stratford Jail","Serious Mental Illness Alert","Yes",2
2023,"Central","Hamilton Wentworth Detention Centre","Suicide Risk Alert","No",9508
2023,"Central","Hamilton Wentworth Detention Centre","Suicide Risk Alert","Yes",1986
2023,"Central","Maplehurst Correctional Complex","Suicide Risk Alert","No",7476
2023,"Central","Maplehurst Correctional Complex","Suicide Risk Alert","Yes",1160
2023,"Central","Niagara Detention Centre","Suicide Risk Alert","No",1651
2023,"Central","Niagara Detention Centre","Suicide Risk Alert","Yes",518
2023,"Central","Vanier Centre for Women","Suicide Risk Alert","No",4811
2023,"Central","Vanier Centre for Women","Suicide Risk Alert","Yes",1017
2023,"Eastern","Brockville Jail","Suicide Risk Alert","No",17
2023,"Eastern","Brockville Jail","Suicide Risk Alert","Yes",10
2023,"Eastern","Central East Correctional Centre","Suicide Risk Alert","No",3238
2023,"Eastern","Central East Correctional Centre","Suicide Risk Alert","Yes",1083
2023,"Eastern","Ottawa-Carleton Detention Centre","Suicide Risk Alert","No",2019
2023,"Eastern","Ottawa-Carleton Detention Centre","Suicide Risk Alert","Yes",727
2023,"Eastern","Quinte Detention Centre","Suicide Risk Alert","No",64
2023,"Eastern","Quinte Detention Centre","Suicide Risk Alert","Yes",36
2023,"Eastern","St. Lawrence Valley Correctional and Treatment Centre","Suicide Risk Alert","No",3
2023,"Eastern","St. Lawrence Valley Correctional and Treatment Centre","Suicide Risk Alert","Yes",2
2023,"Northern","Algoma Treatment and Remand Centre","Suicide Risk Alert","No",440
2023,"Northern","Algoma Treatment and Remand Centre","Suicide Risk Alert","Yes",148
2023,"Northern","Fort Frances Jail","Suicide Risk Alert","No",21
2023,"Northern","Fort Frances Jail","Suicide Risk Alert","Yes",4
2023,"Northern","Kenora Jail","Suicide Risk Alert","No",123
2023,"Northern","Kenora Jail","Suicide Risk Alert","Yes",83
2023,"Northern","Monteith Correctional Complex","Suicide Risk Alert","No",458
2023,"Northern","Monteith Correctional Complex","Suicide Risk Alert","Yes",160
2023,"Northern","North Bay Jail","Suicide Risk Alert","No",565
2023,"Northern","North Bay Jail","Suicide Risk Alert","Yes",172
2023,"Northern","Sudbury Jail","Suicide Risk Alert","No",254
2023,"Northern","Sudbury Jail","Suicide Risk Alert","Yes",223
2023,"Northern","Thunder Bay Correctional Centre","Suicide Risk Alert","No",9
2023,"Northern","Thunder Bay Correctional Centre","Suicide Risk Alert","Yes",8
2023,"Northern","Thunder Bay Jail","Suicide Risk Alert","No",249
2023,"Northern","Thunder Bay Jail","Suicide Risk Alert","Yes",107
2023,"Toronto","Toronto East Detention Centre","Suicide Risk Alert","No",720
2023,"Toronto","Toronto East Detention Centre","Suicide Risk Alert","Yes",73
2023,"Toronto","Toronto South Detention Centre","Suicide Risk Alert","No",3158
2023,"Toronto","Toronto South Detention Centre","Suicide Risk Alert","Yes",997
2023,"Western","Central North Correctional Centre","Suicide Risk Alert","No",2974
2023,"Western","Central North Correctional Centre","Suicide Risk Alert","Yes",997
2023,"Western","Elgin-Middlesex Detention Centre","Suicide Risk Alert","No",4728
2023,"Western","Elgin-Middlesex Detention Centre","Suicide Risk Alert","Yes",880
2023,"Western","Sarnia Jail","Suicide Risk Alert","No",132
2023,"Western","Sarnia Jail","Suicide Risk Alert","Yes",64
2023,"Western","South West Detention Centre","Suicide Risk Alert","No",2892
2023,"Western","South West Detention Centre","Suicide Risk Alert","Yes",558
2023,"Western","Stratford Jail","Suicide Risk Alert","No",3
2023,"Western","Stratford Jail","Suicide Risk Alert","Yes",10
2023,"Central","Hamilton Wentworth Detention Centre","Suicide Watch Alert","No",10565
2023,"Central","Hamilton Wentworth Detention Centre","Suicide Watch Alert","Yes",929
2023,"Central","Maplehurst Correctional Complex","Suicide Watch Alert","No",7856
2023,"Central","Maplehurst Correctional Complex","Suicide Watch Alert","Yes",780
2023,"Central","Niagara Detention Centre","Suicide Watch Alert","No",1931
2023,"Central","Niagara Detention Centre","Suicide Watch Alert","Yes",238
2023,"Central","Vanier Centre for Women","Suicide Watch Alert","No",5581
2023,"Central","Vanier Centre for Women","Suicide Watch Alert","Yes",247
2023,"Eastern","Brockville Jail","Suicide Watch Alert","No",23
2023,"Eastern","Brockville Jail","Suicide Watch Alert","Yes",4
2023,"Eastern","Central East Correctional Centre","Suicide Watch Alert","No",3838
2023,"Eastern","Central East Correctional Centre","Suicide Watch Alert","Yes",483
2023,"Eastern","Ottawa-Carleton Detention Centre","Suicide Watch Alert","No",2490
2023,"Eastern","Ottawa-Carleton Detention Centre","Suicide Watch Alert","Yes",256
2023,"Eastern","Quinte Detention Centre","Suicide Watch Alert","No",71
2023,"Eastern","Quinte Detention Centre","Suicide Watch Alert","Yes",29
2023,"Eastern","St. Lawrence Valley Correctional and Treatment Centre","Suicide Watch Alert","No",5
2023,"Eastern","St. Lawrence Valley Correctional and Treatment Centre","Suicide Watch Alert","Yes",0
2023,"Northern","Algoma Treatment and Remand Centre","Suicide Watch Alert","No",513
2023,"Northern","Algoma Treatment and Remand Centre","Suicide Watch Alert","Yes",75
2023,"Northern","Fort Frances Jail","Suicide Watch Alert","No",24
2023,"Northern","Fort Frances Jail","Suicide Watch Alert","Yes",1
2023,"Northern","Kenora Jail","Suicide Watch Alert","No",178
2023,"Northern","Kenora Jail","Suicide Watch Alert","Yes",28
2023,"Northern","Monteith Correctional Complex","Suicide Watch Alert","No",568
2023,"Northern","Monteith Correctional Complex","Suicide Watch Alert","Yes",50
2023,"Northern","North Bay Jail","Suicide Watch Alert","No",703
2023,"Northern","North Bay Jail","Suicide Watch Alert","Yes",34
2023,"Northern","Sudbury Jail","Suicide Watch Alert","No",370
2023,"Northern","Sudbury Jail","Suicide Watch Alert","Yes",107
2023,"Northern","Thunder Bay Correctional Centre","Suicide Watch Alert","No",14
2023,"Northern","Thunder Bay Correctional Centre","Suicide Watch Alert","Yes",3
2023,"Northern","Thunder Bay Jail","Suicide Watch Alert","No",316
2023,"Northern","Thunder Bay Jail","Suicide Watch Alert","Yes",40
2023,"Toronto","Toronto East Detention Centre","Suicide Watch Alert","No",730
2023,"Toronto","Toronto East Detention Centre","Suicide Watch Alert","Yes",63
2023,"Toronto","Toronto South Detention Centre","Suicide Watch Alert","No",3493
2023,"Toronto","Toronto South Detention Centre","Suicide Watch Alert","Yes",662
2023,"Western","Central North Correctional Centre","Suicide Watch Alert","No",3551
2023,"Western","Central North Correctional Centre","Suicide Watch Alert","Yes",420
2023,"Western","Elgin-Middlesex Detention Centre","Suicide Watch Alert","No",5339
2023,"Western","Elgin-Middlesex Detention Centre","Suicide Watch Alert","Yes",269
2023,"Western","Sarnia Jail","Suicide Watch Alert","No",165
2023,"Western","Sarnia Jail","Suicide Watch Alert","Yes",31
2023,"Western","South West Detention Centre","Suicide Watch Alert","No",3206
2023,"Western","South West Detention Centre","Suicide Watch Alert","Yes",244
2023,"Western","Stratford Jail","Suicide Watch Alert","No",12
2023,"Western","Stratford Jail","Suicide Watch Alert","Yes",1
2023,"Central","Hamilton Wentworth Detention Centre","Immigration Hold Flag","No",11430
2023,"Central","Hamilton Wentworth Detention Centre","Immigration Hold Flag","Yes",64
2023,"Central","Maplehurst Correctional Complex","Immigration Hold Flag","No",8484
2023,"Central","Maplehurst Correctional Complex","Immigration Hold Flag","Yes",152
2023,"Central","Niagara Detention Centre","Immigration Hold Flag","No",2169
2023,"Central","Niagara Detention Centre","Immigration Hold Flag","Yes",0
2023,"Central","Vanier Centre for Women","Immigration Hold Flag","No",5807
2023,"Central","Vanier Centre for Women","Immigration Hold Flag","Yes",21
2023,"Eastern","Brockville Jail","Immigration Hold Flag","No",27
2023,"Eastern","Brockville Jail","Immigration Hold Flag","Yes",0
2023,"Eastern","Central East Correctional Centre","Immigration Hold Flag","No",4306
2023,"Eastern","Central East Correctional Centre","Immigration Hold Flag","Yes",15
2023,"Eastern","Ottawa-Carleton Detention Centre","Immigration Hold Flag","No",2746
2023,"Eastern","Ottawa-Carleton Detention Centre","Immigration Hold Flag","Yes",0
2023,"Eastern","Quinte Detention Centre","Immigration Hold Flag","No",100
2023,"Eastern","Quinte Detention Centre","Immigration Hold Flag","Yes",0
2023,"Eastern","St. Lawrence Valley Correctional and Treatment Centre","Immigration Hold Flag","No",5
2023,"Eastern","St. Lawrence Valley Correctional and Treatment Centre","Immigration Hold Flag","Yes",0
2023,"Northern","Algoma Treatment and Remand Centre","Immigration Hold Flag","No",588
2023,"Northern","Algoma Treatment and Remand Centre","Immigration Hold Flag","Yes",0
2023,"Northern","Fort Frances Jail","Immigration Hold Flag","No",25
2023,"Northern","Fort Frances Jail","Immigration Hold Flag","Yes",0
2023,"Northern","Kenora Jail","Immigration Hold Flag","No",206
2023,"Northern","Kenora Jail","Immigration Hold Flag","Yes",0
2023,"Northern","Monteith Correctional Complex","Immigration Hold Flag","No",618
2023,"Northern","Monteith Correctional Complex","Immigration Hold Flag","Yes",0
2023,"Northern","North Bay Jail","Immigration Hold Flag","No",737
2023,"Northern","North Bay Jail","Immigration Hold Flag","Yes",0
2023,"Northern","Sudbury Jail","Immigration Hold Flag","No",477
2023,"Northern","Sudbury Jail","Immigration Hold Flag","Yes",0
2023,"Northern","Thunder Bay Correctional Centre","Immigration Hold Flag","No",17
2023,"Northern","Thunder Bay Correctional Centre","Immigration Hold Flag","Yes",0
2023,"Northern","Thunder Bay Jail","Immigration Hold Flag","No",356
2023,"Northern","Thunder Bay Jail","Immigration Hold Flag","Yes",0
2023,"Toronto","Toronto East Detention Centre","Immigration Hold Flag","No",793
2023,"Toronto","Toronto East Detention Centre","Immigration Hold Flag","Yes",0
2023,"Toronto","Toronto South Detention Centre","Immigration Hold Flag","No",4110
2023,"Toronto","Toronto South Detention Centre","Immigration Hold Flag","Yes",45
2023,"Western","Central North Correctional Centre","Immigration Hold Flag","No",3955
2023,"Western","Central North Correctional Centre","Immigration Hold Flag","Yes",16
2023,"Western","Elgin-Middlesex Detention Centre","Immigration Hold Flag","No",5600
